alpha_decay,step,phase,var_mean,var_median,var_min,var_max
0.01,93,rest_step_18,0.005266366992145777,0.004777294583618641,0.001984749920666218,0.00980477873235941
0.01,94,rest_step_19,0.005313703790307045,0.004829521756619215,0.0020649023354053497,0.009806730784475803
0.01,95,rest_step_20,0.005360567010939121,0.00488122645765543,0.002144253347069025,0.00980866327881813
0.01,96,rest_step_21,0.005406960844993591,0.004932414274662733,0.002222810871899128,0.00981057621538639
0.01,97,rest_step_22,0.0054528918117284775,0.004983090329915285,0.0023005828261375427,0.009812470525503159
0.01,98,rest_step_23,0.005498362239450216,0.005033259280025959,0.00237757689319551,0.009814346209168434
0.01,99,rest_step_24,0.00554337864741683,0.0050829267129302025,0.0024538012221455574,0.009816202335059643
0.01,100,rest_step_25,0.0055879452265799046,0.005132097285240889,0.002529263263568282,0.009818040765821934
0.01,101,rest_step_26,0.005632065702229738,0.005180776119232178,0.0026039707008749247,0.009819860570132732
0.01,102,rest_step_27,0.005675744730979204,0.00522896833717823,0.002677930984646082,0.009821661747992039
0.01,103,rest_step_28,0.00571898790076375,0.005276678595691919,0.002751151565462351,0.009823445230722427
0.01,104,rest_step_29,0.0057617975398898125,0.005323912017047405,0.002823640126734972,0.009825211018323898
0.01,105,rest_step_30,0.005804179701954126,0.005370672792196274,0.002895403653383255,0.009826959110796452
0.01,106,interference_1_step_1,0.005576443858444691,0.005142504349350929,0.002264745533466339,0.009808195754885674
0.01,107,interference_1_step_2,0.0053369635716080666,0.0048692720010876656,0.0018303754040971398,0.009806406684219837
0.01,108,interference_1_step_3,0.005175665952265263,0.004672425799071789,0.001561740762554109,0.009797901846468449
0.01,109,interference_1_step_4,0.005147538613528013,0.004659221973270178,0.0012595924781635404,0.009799056686460972
0.01,110,interference_1_step_5,0.005116542335599661,0.004662742372602224,0.0010352474637329578,0.009800915606319904
0.01,111,interference_1_step_6,0.005101935938000679,0.004681377671658993,0.0008686712244525552,0.009802252054214478
0.01,112,interference_1_step_7,0.005018813069909811,0.004598923027515411,0.0007449884433299303,0.009802334010601044
0.01,113,interference_1_step_8,0.004959565587341785,0.004529183264821768,0.0006531539256684482,0.009802574291825294
0.01,114,interference_1_step_9,0.004957539960741997,0.0045427060686051846,0.0005849667941220105,0.009804225526750088
0.01,115,interference_1_step_10,0.004850952886044979,0.0044621750712394714,0.0005343378288671374,0.00979363638907671
0.01,116,interference_1_step_11,0.004827248863875866,0.004481384065002203,0.0004967458080500364,0.009789911098778248
0.01,117,interference_1_step_12,0.004803584888577461,0.004528135061264038,0.0004688337503466755,0.009788870811462402
0.01,118,interference_1_step_13,0.004811437334865332,0.004572412930428982,0.00044810905819758773,0.009785626083612442
0.01,119,interference_1_step_14,0.0048210895620286465,0.004623181186616421,0.00043272096081636846,0.009787243790924549
0.01,120,interference_1_step_15,0.004828505218029022,0.004669746849685907,0.0004212952917441726,0.009780521504580975
0.01,121,interference_2_step_1,0.004764210898429155,0.004631818272173405,0.00041281175799667835,0.009782454930245876
0.01,122,interference_2_step_2,0.004778054542839527,0.004670191090553999,0.0004065127286594361,0.009784584864974022
0.01,123,interference_2_step_3,0.004805223550647497,0.00471313064917922,0.0004018356848973781,0.009786714799702168
0.01,124,interference_2_step_4,0.004837625194340944,0.004762631841003895,0.00039836298674345016,0.009788800030946732
0.01,125,interference_2_step_5,0.004869039636105299,0.004803542047739029,0.0003957845037803054,0.009790771640837193
0.01,126,interference_2_step_6,0.004893432836979628,0.004844942130148411,0.00039386999560520053,0.009790669195353985
0.01,127,interference_2_step_7,0.0047547235153615475,0.004757139831781387,0.00039244844811037183,0.009781721979379654
0.01,128,interference_2_step_8,0.004772007931023836,0.004770899657160044,0.0003913929685950279,0.009783867746591568
0.01,129,interference_2_step_9,0.004716271068900824,0.0046845003962516785,0.000390609260648489,0.009785960428416729
0.01,130,interference_2_step_10,0.004728526808321476,0.004700896330177784,0.00039002735866233706,0.009787730872631073
0.01,131,interference_2_step_11,0.0046876175329089165,0.004665802698582411,0.0003895952831953764,0.009786923415958881
0.01,132,interference_2_step_12,0.00471798749640584,0.004703998100012541,0.0003892745007760823,0.009786534123122692
0.01,133,interference_2_step_13,0.00470939464867115,0.004703411366790533,0.00038903631502762437,0.009785301983356476
0.01,134,interference_2_step_14,0.004738925024867058,0.004749787040054798,0.00038885948015376925,0.009786770679056644
0.01,135,interference_2_step_15,0.004766111262142658,0.0047888606786727905,0.000388728134566918,0.009785878472030163
0.01,136,interference_3_step_1,0.004528681747615337,0.004431707318872213,0.00038863063673488796,0.0097856055945158
0.01,137,interference_3_step_2,0.004471716471016407,0.004331666976213455,0.0003885582264047116,0.009786970913410187
0.01,138,interference_3_step_3,0.004439264535903931,0.0042675090953707695,0.000388504471629858,0.00978381372988224
0.01,139,interference_3_step_4,0.00446731923148036,0.004299242049455643,0.00038846457027830184,0.009784783236682415
0.01,140,interference_3_step_5,0.0044958461076021194,0.004338153637945652,0.0003884349425788969,0.00978687684983015
0.01,141,interference_3_step_6,0.004532935563474894,0.004385180771350861,0.0003884129400830716,0.009786748327314854
0.01,142,interference_3_step_7,0.004491553176194429,0.0043436698615550995,0.00038839661283418536,0.009787430055439472
0.01,143,interference_3_step_8,0.004527753219008446,0.004392107017338276,0.0003883844765368849,0.009789520874619484
0.01,144,interference_3_step_9,0.0045609562657773495,0.004444199614226818,0.0003883754834532738,0.009791280142962933
0.01,145,interference_3_step_10,0.004591056145727634,0.004493591841310263,0.0003883687895722687,0.009793318808078766
0.01,146,interference_3_step_11,0.0046070232056081295,0.00453342217952013,0.0003883638419210911,0.009794704616069794
0.01,147,interference_3_step_12,0.004602546337991953,0.004552406258881092,0.0003883601457346231,0.009796099737286568
0.01,148,interference_3_step_13,0.004634176380932331,0.0046015274710953236,0.00038835740997456014,0.009798087179660797
0.01,149,interference_3_step_14,0.004663143306970596,0.00464380020275712,0.00038835537270642817,0.009799761697649956
0.01,150,interference_3_step_15,0.004662914667278528,0.00465516559779644,0.0003883538593072444,0.009801661595702171
0.01,151,interference_4_step_1,0.004459664225578308,0.004348987713456154,0.0003883527242578566,0.009793592616915703
0.01,152,interference_4_step_2,0.0042395093478262424,0.004057138692587614,0.0003883519093506038,0.009771410375833511
0.01,153,interference_4_step_3,0.004129034001380205,0.0038434674497693777,0.00038835126906633377,0.009769195690751076
0.01,154,interference_4_step_4,0.004145890939980745,0.0038635102100670338,0.00038835080340504646,0.009763333015143871
0.01,155,interference_4_step_5,0.004136402625590563,0.0038795038126409054,0.000388350454159081,0.009752201847732067
0.01,156,interference_4_step_6,0.0040809684433043,0.003810869762673974,0.00038835022132843733,0.009750156663358212
0.01,157,interference_4_step_7,0.004024766851216555,0.003806640626862645,0.0003883500467054546,0.009734832681715488
0.01,158,interference_4_step_8,0.003935628104954958,0.0037925378419458866,0.00038834987208247185,0.009725578129291534
0.01,159,interference_4_step_9,0.00391748733818531,0.0038005132228136063,0.00038834975566715,0.009727288968861103
0.01,160,interference_4_step_10,0.00391656719148159,0.0038278044667094946,0.0003883496974594891,0.00972633995115757
0.01,161,interference_4_step_11,0.003932638559490442,0.0038622021675109863,0.00038834966835565865,0.009717189706861973
0.01,162,interference_4_step_12,0.003934097476303577,0.0038847799878567457,0.0003883496392518282,0.009719296358525753
0.01,163,interference_4_step_13,0.003933059051632881,0.0039130402728915215,0.00038834961014799774,0.009719527326524258
0.01,164,interference_4_step_14,0.00397562375292182,0.003965726587921381,0.0003883495810441673,0.009716750122606754
0.01,165,interference_4_step_15,0.004014390055090189,0.004019984044134617,0.0003883495519403368,0.009718944318592548
0.1,1,training_fact_1_step_1,0.009376858361065388,0.009662618860602379,0.00774999987334013,0.009999988600611687
0.1,2,training_fact_1_step_2,0.009358223527669907,0.009685138240456581,0.006231249775737524,0.009999969974160194
0.1,3,training_fact_1_step_3,0.009197751060128212,0.009587360545992851,0.005206093657761812,0.009999945759773254
0.1,4,training_fact_1_step_4,0.009171954356133938,0.009600571356713772,0.0045141130685806274,0.00999933760613203
0.1,5,training_fact_1_step_5,0.009093421511352062,0.009557142853736877,0.004047026392072439,0.009998729452490807
0.1,6,training_fact_1_step_6,0.009073425084352493,0.009575565345585346,0.0037317427340894938,0.009998309426009655
0.1,7,training_fact_1_step_7,0.009086540900170803,0.00959506444633007,0.0035189264453947544,0.009998061694204807
0.1,8,training_fact_1_step_8,0.008740884251892567,0.009217431768774986,0.0033752755261957645,0.009995910339057446
0.1,9,training_fact_1_step_9,0.008697324432432652,0.009174520149827003,0.0032783111091703176,0.009991833008825779
0.1,10,training_fact_1_step_10,0.008598411455750465,0.009113062173128128,0.0032128598541021347,0.009974370710551739
0.1,11,training_fact_1_step_11,0.00859855581074953,0.009150302968919277,0.0031686804722994566,0.009974103420972824
0.1,12,training_fact_1_step_12,0.008658226579427719,0.009228842332959175,0.0031388592906296253,0.009975220076739788
0.1,13,training_fact_1_step_13,0.00873052142560482,0.009294317103922367,0.0031187301501631737,0.009974051266908646
0.1,14,training_fact_1_step_14,0.008542903698980808,0.009040730074048042,0.003105142852291465,0.009969189763069153
0.1,15,training_fact_1_step_15,0.00863594003021717,0.009122365154325962,0.0030959714204072952,0.009971543215215206
0.1,16,training_fact_2_step_1,0.00841932836920023,0.008832928724586964,0.0030897806864231825,0.00993969663977623
0.1,17,training_fact_2_step_2,0.008477305993437767,0.00888840015977621,0.003085601842030883,0.009944883175194263
0.1,18,training_fact_2_step_3,0.00822085328400135,0.008655095472931862,0.003082781098783016,0.009922696277499199
0.1,19,training_fact_2_step_4,0.008279555477201939,0.008751574903726578,0.0030808772426098585,0.009930371306836605
0.1,20,training_fact_2_step_5,0.00834439042955637,0.008844290859997272,0.003079592017456889,0.009937121532857418
0.1,21,training_fact_2_step_6,0.008335506543517113,0.008841603994369507,0.003078724490478635,0.009942930191755295
0.1,22,training_fact_2_step_7,0.008057949133217335,0.008453705348074436,0.003078139154240489,0.00993376411497593
0.1,23,training_fact_2_step_8,0.008083532564342022,0.00850075576454401,0.0030777438078075647,0.009939967654645443
0.1,24,training_fact_2_step_9,0.008187426254153252,0.008602609857916832,0.003077477216720581,0.009945940226316452
0.1,25,training_fact_2_step_10,0.008165763691067696,0.008584634400904179,0.003077297005802393,0.009950722567737103
0.1,26,training_fact_2_step_11,0.008209248073399067,0.008657646365463734,0.0030771754682064056,0.009955506771802902
0.1,27,training_fact_2_step_12,0.007999652996659279,0.008391330949962139,0.0030770935118198395,0.00995774008333683
0.1,28,training_fact_2_step_13,0.008022413589060307,0.008420512080192566,0.00307703809812665,0.00996156595647335
0.1,29,training_fact_2_step_14,0.008014352060854435,0.008524813689291477,0.0030770008452236652,0.009965289384126663
0.1,30,training_fact_2_step_15,0.008127886801958084,0.008659849874675274,0.0030769756995141506,0.009968748316168785
0.1,31,training_fact_3_step_1,0.007990449666976929,0.008483879268169403,0.0030769584700465202,0.00997177604585886
0.1,32,training_fact_3_step_2,0.0077121141366660595,0.0077207572758197784,0.003076947061344981,0.009974495507776737
0.1,33,training_fact_3_step_3,0.007814867421984673,0.007867688313126564,0.003076939145103097,0.009977028705179691
0.1,34,training_fact_3_step_4,0.007816260680556297,0.007867959327995777,0.003151340875774622,0.009979073889553547
0.1,35,training_fact_3_step_5,0.007939916104078293,0.008027547039091587,0.003127155127003789,0.00998113676905632
0.1,36,training_fact_3_step_6,0.007995739579200745,0.008162414655089378,0.0031108297407627106,0.009982706978917122
0.1,37,training_fact_3_step_7,0.008095407858490944,0.008336188271641731,0.003106645541265607,0.009984379634261131
0.1,38,training_fact_3_step_8,0.008085967972874641,0.008363613858819008,0.003102174960076809,0.009984434582293034
0.1,39,training_fact_3_step_9,0.008105043321847916,0.008468112908303738,0.0030967688653618097,0.009985766373574734
0.1,40,training_fact_3_step_10,0.008117392659187317,0.008516661822795868,0.0030939525458961725,0.009986632503569126
0.1,41,training_fact_3_step_11,0.007850632071495056,0.008203692734241486,0.003137698397040367,0.009987405501306057
0.1,42,training_fact_3_step_12,0.007978502660989761,0.008374950848519802,0.0031179464422166348,0.009988345205783844
0.1,43,training_fact_3_step_13,0.007830544374883175,0.008098478429019451,0.0031046136282384396,0.00998720433562994
0.1,44,training_fact_3_step_14,0.007966294884681702,0.008266841992735863,0.0030956140253692865,0.009988409467041492
0.1,45,training_fact_3_step_15,0.007958202622830868,0.008304409682750702,0.003089539473876357,0.009982191026210785
0.1,46,training_fact_4_step_1,0.007912830449640751,0.008102531544864178,0.0030854390934109688,0.009983913041651249
0.1,47,training_fact_4_step_2,0.008044550195336342,0.008246161043643951,0.0030826714355498552,0.009985429234802723
0.1,48,training_fact_4_step_3,0.007903228513896465,0.008009303361177444,0.0030808032024651766,0.009982547722756863
0.1,49,training_fact_4_step_4,0.007967161014676094,0.00806374941021204,0.0030795421916991472,0.009983943775296211
0.1,50,training_fact_4_step_5,0.007907014340162277,0.008041699416935444,0.0030786909628659487,0.009984192438423634
0.1,51,training_fact_4_step_6,0.008050275035202503,0.008214058354496956,0.0030781165696680546,0.009985758922994137
0.1,52,training_fact_4_step_7,0.007705663330852985,0.007869117893278599,0.0032163579016923904,0.009986141696572304
0.1,53,training_fact_4_step_8,0.0077085611410439014,0.007942933589220047,0.0031719268299639225,0.00998751726001501
0.1,54,training_fact_4_step_9,0.007760955952107906,0.008114810101687908,0.0031410506926476955,0.009988764300942421
0.1,55,training_fact_4_step_10,0.007667045574635267,0.007993651553988457,0.003120209090411663,0.009989647194743156
0.1,56,training_fact_4_step_11,0.007788428571075201,0.008166827261447906,0.0031061412300914526,0.009990626014769077
0.1,57,training_fact_4_step_12,0.007804661523550749,0.008257947862148285,0.0030966452322900295,0.009991347789764404
0.1,58,training_fact_4_step_13,0.007830335758626461,0.00834348052740097,0.0030902354046702385,0.009990355931222439
0.1,59,training_fact_4_step_14,0.007818677462637424,0.008412439376115799,0.0030859089456498623,0.009989879094064236
0.1,60,training_fact_4_step_15,0.007860970683395863,0.008563579991459846,0.0030832283664494753,0.009990856982767582
0.1,61,training_fact_5_step_1,0.007770910393446684,0.008364628069102764,0.0030811792239546776,0.009982960298657417
0.1,62,training_fact_5_step_2,0.007621292490512133,0.007939194329082966,0.00307979597710073,0.009983649477362633
0.1,63,training_fact_5_step_3,0.007751745171844959,0.008100084029138088,0.003078862326219678,0.00998513400554657
0.1,64,training_fact_5_step_4,0.00792607944458723,0.00827269908040762,0.003078232053667307,0.009986182674765587
0.1,65,training_fact_5_step_5,0.007849841378629208,0.008119850419461727,0.0030778066720813513,0.009979859925806522
0.1,66,training_fact_5_step_6,0.00797975156456232,0.008257381618022919,0.0031534931622445583,0.009980655275285244
0.1,67,training_fact_5_step_7,0.007964877411723137,0.008190975524485111,0.003218697849661112,0.00997531320899725
0.1,68,training_fact_5_step_8,0.007984654977917671,0.00833805464208126,0.0031726211309432983,0.009977566078305244
0.1,69,training_fact_5_step_9,0.008081227540969849,0.008474767208099365,0.003181011416018009,0.00997977890074253
0.1,70,training_fact_5_step_10,0.0081135593354702,0.008520010858774185,0.0031471827533096075,0.009981025010347366
0.1,71,training_fact_5_step_11,0.008150666952133179,0.008592361584305763,0.0031243483535945415,0.009981982409954071
0.1,72,training_fact_5_step_12,0.007979040034115314,0.00828656554222107,0.0031089349649846554,0.009983173571527004
0.1,73,training_fact_5_step_13,0.007836516946554184,0.008117708377540112,0.003098530927672982,0.009983823634684086
0.1,74,training_fact_5_step_14,0.007895423099398613,0.008212821558117867,0.003091508522629738,0.009985392913222313
0.1,75,training_fact_5_step_15,0.008026435039937496,0.008365913294255733,0.0030867683235555887,0.009986741468310356
0.1,76,rest_step_1,0.008223791606724262,0.00852932222187519,0.0037780916318297386,0.009988067671656609
0.1,77,rest_step_2,0.008401412516832352,0.008676390163600445,0.004400282632559538,0.009989260695874691
0.1,78,rest_step_3,0.008561271242797375,0.008808750659227371,0.004960254300385714,0.009990334510803223
0.1,79,rest_step_4,0.008705144748091698,0.008927875198423862,0.005464228801429272,0.009991301223635674
0.1,80,rest_step_5,0.008834629319608212,0.009035088121891022,0.005917805712670088,0.009992171078920364
0.1,81,rest_step_6,0.008951166644692421,0.009131579659879208,0.006326025351881981,0.009992954321205616
0.1,82,rest_step_7,0.009056050330400467,0.009218421764671803,0.006693422794342041,0.0099936593323946
0.1,83,rest_step_8,0.009150444529950619,0.009296579286456108,0.007024080492556095,0.009994293563067913
0.1,84,rest_step_9,0.009235399775207043,0.00936692114919424,0.007321672514081001,0.009994864463806152
0.1,85,rest_step_10,0.009311861358582973,0.009430228732526302,0.0075895050540566444,0.009995377622544765
0.1,86,rest_step_11,0.009380674920976162,0.009487206116318703,0.007830554619431496,0.009995839558541775
0.1,87,rest_step_12,0.009442606940865517,0.009538485668599606,0.008047498762607574,0.009996255859732628
0.1,88,rest_step_13,0.009498346596956253,0.009584637358784676,0.00824274867773056,0.009996630251407623
0.1,89,rest_step_14,0.009548511356115341,0.009626173414289951,0.008418473415076733,0.009996967390179634
0.1,90,rest_step_15,0.00959366001188755,0.009663555771112442,0.00857662595808506,0.009997271001338959
0.1,91,rest_step_16,0.009634294547140598,0.009697199799120426,0.008718963712453842,0.009997543878853321
0.1,92,rest_step_17,0.009670864790678024,0.0097274798899889,0.008847067132592201,0.00999778974801302
0.1,93,rest_step_18,0.009703777730464935,0.009754732251167297,0.008962360210716724,0.009998010471463203
0.1,94,rest_step_19,0.009733401238918304,0.009779258631169796,0.009066124446690083,0.009998209774494171
0.1,95,rest_step_20,0.009760060347616673,0.009801332838833332,0.009159511886537075,0.009998388588428497
0.1,96,rest_step_21,0.009784054011106491,0.00982119981199503,0.009243560954928398,0.009998549707233906
0.1,97,rest_step_22,0.0098056485876441,0.009839080274105072,0.009319204837083817,0.009998694993555546
0.1,98,rest_step_23,0.00982508435845375,0.009855172596871853,0.009387284517288208,0.009998825378715992
0.1,99,rest_step_24,0.009842575527727604,0.009869655594229698,0.00944855622947216,0.009998942725360394
0.1,100,rest_step_25,0.009858318604528904,0.009882690384984016,0.009503700770437717,0.009999047964811325
0.1,101,rest_step_26,0.00987248681485653,0.009894421324133873,0.009553330950438976,0.009999142959713936
0.1,102,rest_step_27,0.00988523755222559,0.009904978796839714,0.00959799811244011,0.0099992286413908
0.1,103,rest_step_28,0.009896713308990002,0.009914481081068516,0.009638198651373386,0.009999305941164494
0.1,104,rest_step_29,0.009907043538987637,0.00992303341627121,0.009674378670752048,0.00999937579035759
0.1,105,rest_step_30,0.009916338138282299,0.009930729866027832,0.00970694050192833,0.009999438188970089
0.1,106,interference_1_step_1,0.00972681026905775,0.00988820195198059,0.007618223782628775,0.009999493137001991
0.1,107,interference_1_step_2,0.009596778079867363,0.009872901253402233,0.006145007908344269,0.00999954342842102
0.1,108,interference_1_step_3,0.00935826264321804,0.0098006846383214,0.005169587209820747,0.009999562054872513
0.1,109,interference_1_step_4,0.009165123105049133,0.00972309336066246,0.0044894712045788765,0.009999549947679043
0.1,110,interference_1_step_5,0.00895460695028305,0.009477033279836178,0.004030392970889807,0.009999493137001991
0.1,111,interference_1_step_6,0.008857348933815956,0.00942168291658163,0.003720515174791217,0.009999494068324566
0.1,112,interference_1_step_7,0.008750231936573982,0.009287220425903797,0.003511347807943821,0.00999938789755106
0.1,113,interference_1_step_8,0.008729925379157066,0.009268954396247864,0.0033701597712934017,0.009999105706810951
0.1,114,interference_1_step_9,0.008590110577642918,0.009133592247962952,0.0032748577650636435,0.009998554363846779
0.1,115,interference_1_step_10,0.008645656518638134,0.009187000803649426,0.003210528986528516,0.009998464956879616
0.1,116,interference_1_step_11,0.00850523728877306,0.009087029844522476,0.0031671072356402874,0.009998053312301636
0.1,117,interference_1_step_12,0.008454011753201485,0.009056909941136837,0.00313779735006392,0.009994996711611748
0.1,118,interference_1_step_13,0.008417023345828056,0.009115493856370449,0.0031180132646113634,0.009992952458560467
0.1,119,interference_1_step_14,0.008214127272367477,0.008844113908708096,0.003104659030213952,0.009989134036004543
0.1,120,interference_1_step_15,0.008234509266912937,0.008865958079695702,0.0030956449918448925,0.009990089572966099
0.1,121,interference_2_step_1,0.008183406665921211,0.00889398530125618,0.0030895601958036423,0.009987002238631248
0.1,122,interference_2_step_2,0.00824464950710535,0.008989205583930016,0.003085453063249588,0.009987442754209042
0.1,123,interference_2_step_3,0.008296250365674496,0.009073873981833458,0.0030826807487756014,0.009984837844967842
0.1,124,interference_2_step_4,0.008322608657181263,0.00916385743767023,0.0030808094888925552,0.009986202232539654
0.1,125,interference_2_step_5,0.008398985490202904,0.00923248939216137,0.003079546382650733,0.009986001998186111
0.1,126,interference_2_step_6,0.008428127504885197,0.009305265732109547,0.0030786937568336725,0.009986992925405502
0.1,127,interference_2_step_7,0.008292368613183498,0.009062018245458603,0.003078118432313204,0.009980197995901108
0.1,128,interference_2_step_8,0.008212381973862648,0.008947482332587242,0.003077730070799589,0.009957355447113514
0.1,129,interference_2_step_9,0.008204501122236252,0.009026695974171162,0.0030774676706641912,0.009959293529391289
0.1,130,interference_2_step_10,0.00806345697492361,0.00878748670220375,0.0030772907193750143,0.009942347183823586
0.1,131,interference_2_step_11,0.007883516140282154,0.008397970348596573,0.00307717127725482,0.009938333183526993
0.1,132,interference_2_step_12,0.007961113005876541,0.00841890275478363,0.003077090485021472,0.009896177798509598
0.1,133,interference_2_step_13,0.00780887808650732,0.008221384137868881,0.003077036002650857,0.009891084395349026
0.1,134,interference_2_step_14,0.007885782979428768,0.008311452344059944,0.0030769994482398033,0.00987398810684681
0.1,135,interference_2_step_15,0.007931362837553024,0.008397799916565418,0.003076974768191576,0.009881078265607357
0.1,136,interference_3_step_1,0.007997498847544193,0.008359762839972973,0.003076958004385233,0.009889503940939903
0.1,137,interference_3_step_2,0.007793352473527193,0.007895412854850292,0.0030769468285143375,0.009894306771457195
0.1,138,interference_3_step_3,0.007836224511265755,0.008063743822276592,0.003076939145103097,0.009894095361232758
0.1,139,interference_3_step_4,0.007968839257955551,0.008251453749835491,0.0030769340228289366,0.009904325008392334
0.1,140,interference_3_step_5,0.008110921829938889,0.008413235656917095,0.0030769305303692818,0.009910296648740768
0.1,141,interference_3_step_6,0.008210837841033936,0.008532888256013393,0.0030769282020628452,0.009919016622006893
0.1,142,interference_3_step_7,0.008092428557574749,0.008416295051574707,0.0030769265722483397,0.009925088845193386
0.1,143,interference_3_step_8,0.00815814919769764,0.008543899282813072,0.0030769254080951214,0.009931583888828754
0.1,144,interference_3_step_9,0.008248543366789818,0.00868584681302309,0.0030769244767725468,0.00993835087865591
0.1,145,interference_3_step_10,0.008358526974916458,0.008811211213469505,0.0030769240111112595,0.009944514371454716
0.1,146,interference_3_step_11,0.008424719795584679,0.008918979205191135,0.003076923778280616,0.00994940847158432
0.1,147,interference_3_step_12,0.008469321765005589,0.008976188488304615,0.003076923545449972,0.009950161911547184
0.1,148,interference_3_step_13,0.00841511320322752,0.008991673588752747,0.0030769233126193285,0.009951652027666569
0.1,149,interference_3_step_14,0.008457115851342678,0.009049634449183941,0.0030769233126193285,0.009954893961548805
0.1,150,interference_3_step_15,0.008351515047252178,0.008946457877755165,0.0030769233126193285,0.009948152117431164
0.1,151,interference_4_step_1,0.008211128413677216,0.00870243925601244,0.0030769233126193285,0.009947559796273708
0.1,152,interference_4_step_2,0.007847154513001442,0.007891872897744179,0.0030769233126193285,0.009916100651025772
0.1,153,interference_4_step_3,0.0080026313662529,0.008080681785941124,0.0030769233126193285,0.009923421777784824
0.1,154,interference_4_step_4,0.008162003010511398,0.008271493948996067,0.0030769233126193285,0.009931065142154694
0.1,155,interference_4_step_5,0.00783090852200985,0.007986737415194511,0.0030769233126193285,0.009888023138046265
0.1,156,interference_4_step_6,0.007950883358716965,0.00815554242581129,0.0030769233126193285,0.009897775948047638
0.1,157,interference_4_step_7,0.008022382855415344,0.008318278007209301,0.0030769233126193285,0.00990788172930479
0.1,158,interference_4_step_8,0.0081399567425251,0.008482567965984344,0.0030769233126193285,0.009916245006024837
0.1,159,interference_4_step_9,0.008257283829152584,0.008631660602986813,0.0030769233126193285,0.009924584068357944
0.1,160,interference_4_step_10,0.008229953236877918,0.008624069392681122,0.0030769233126193285,0.009898890741169453
0.1,161,interference_4_step_11,0.008266082033514977,0.00872388482093811,0.0030769233126193285,0.009905673563480377
0.1,162,interference_4_step_12,0.008308164775371552,0.0088316285982728,0.0030769233126193285,0.009911080822348595
0.1,163,interference_4_step_13,0.008418360725045204,0.00894255843013525,0.0030769233126193285,0.009917116723954678
0.1,164,interference_4_step_14,0.008418019860982895,0.008950622752308846,0.0030769233126193285,0.009919604286551476
0.1,165,interference_4_step_15,0.008427469991147518,0.008977808058261871,0.0030769233126193285,0.009914642199873924
