encoder,norm_mode,space,projection,N,metric,recall_proto,recall_1nn,proto_advantage,mean_lcomp,centroid_top1,centroid_top5,centroid_top10,centroid_top20,exemplar_top1,exemplar_top5,exemplar_top10,exemplar_top20,mean_proto_rank,median_proto_rank,p90_proto_rank,mean_exemplar_rank,median_exemplar_rank,p90_exemplar_rank,linear_probe_svc,linear_probe_lr,margin_p1,margin_p5,margin_p10,margin_p25,margin_p50,margin_p75,margin_p90,z_score,distortion_mean,distortion_median,distortion_p95
e5-base-v2,raw,proj_256d,svd,200,L1,0.91,0.905,0.0050000000000000044,1.026548169851303,0.91,1.0,1.0,1.0,0.905,0.995,1.0,1.0,0.1,0.0,0.0,0.155,0.0,0.0,0.915,0.915,-0.22771680355072021,-0.09857425689697263,0.02776889801025392,0.22668921947479248,0.45145153999328613,0.5554947853088379,0.6496058464050293,2.8946383378145795,0.6710575195848942,0.6792192161083221,0.7324853360652923
e5-base-v2,raw,proj_256d,svd,200,L2,0.915,0.905,0.010000000000000009,1.0548473450541496,0.915,1.0,1.0,1.0,0.905,1.0,1.0,1.0,0.09,0.0,0.0,0.115,0.0,0.0,0.915,0.915,-0.020656477510929108,-0.007789570093154906,0.0035714268684387215,0.033252887427806854,0.047815293073654175,0.05604889988899231,0.06565048098564148,2.6107931350419245,0.6710575195848942,0.6792192161083221,0.7324853360652923
e5-base-v2,raw,proj_256d,svd,200,Cosine,0.915,0.91,0.0050000000000000044,1.2033267053961754,0.915,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.09,0.0,0.0,0.11,0.0,0.0,0.915,0.915,-0.03500445306301117,-0.010918989777565,0.0022001326084136966,0.07462117075920105,0.10905486345291138,0.1286652684211731,0.14877553582191466,2.2161374704849277,0.6710575195848942,0.6792192161083221,0.7324853360652923
e5-base-v2,l2_normalized,raw,none,200,L1,0.915,0.9,0.015000000000000013,1.0438369476795197,0.915,1.0,1.0,1.0,0.9,1.0,1.0,1.0,0.09,0.0,0.0,0.125,0.0,0.09999999999999432,0.915,0.915,-0.34340338706970214,-0.19697895050048828,0.06475667953491215,0.6431825160980225,0.9218235015869141,1.1124005317687988,1.3430797576904296,2.585861385666696,0.0,0.0,0.0
e5-base-v2,l2_normalized,raw,none,200,L2,0.915,0.905,0.010000000000000009,1.0424593657255172,0.915,1.0,1.0,1.0,0.905,1.0,1.0,1.0,0.09,0.0,0.0,0.12,0.0,0.0,0.915,0.915,-0.01752640426158905,-0.006191073358058928,0.003226333856582642,0.029097914695739746,0.04296103119850159,0.05040988326072693,0.058709990978240964,2.603287801932668,0.0,0.0,0.0
e5-base-v2,l2_normalized,raw,none,200,Cosine,0.915,0.905,0.010000000000000009,1.1148081561923027,0.915,1.0,1.0,1.0,0.905,1.0,1.0,1.0,0.09,0.0,0.0,0.12,0.0,0.0,0.915,0.915,-0.010221953988075256,-0.003300923109054565,0.0017371714115142827,0.016332507133483887,0.024702370166778564,0.030279606580734253,0.035560417175292965,2.1326974937063743,0.0,0.0,0.0
e5-base-v2,l2_normalized,proj_128d,random,200,L1,0.005,0.005,0.0,0.0,0.005,0.025,0.05,0.1,0.005,0.025,0.05,0.1,99.5,99.5,179.1,99.5,99.5,179.1,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,random,200,L2,0.005,0.005,0.0,0.0,0.005,0.025,0.05,0.1,0.005,0.025,0.05,0.1,99.5,99.5,179.1,99.5,99.5,179.1,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,random,200,Cosine,0.005,0.005,0.0,0.8563314080238342,0.005,0.025,0.05,0.1,0.005,0.025,0.05,0.1,99.5,99.5,179.1,99.5,99.5,179.1,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,svd,200,L1,0.91,0.905,0.0050000000000000044,1.0473261079192162,0.91,1.0,1.0,1.0,0.905,1.0,1.0,1.0,0.105,0.0,0.0,0.15,0.0,0.0,0.905,0.915,-0.22470084428787232,-0.108178973197937,0.0315999746322632,0.22699230909347534,0.4471547603607178,0.5481659173965454,0.642818808555603,3.3626287425760104,0.7075398645699024,0.7137697637081146,0.7585784792900085
e5-base-v2,l2_normalized,proj_128d,svd,200,L2,0.915,0.905,0.010000000000000009,1.0718799018859864,0.915,1.0,1.0,1.0,0.905,1.0,1.0,1.0,0.09,0.0,0.0,0.125,0.0,0.0,0.905,0.915,-0.024853525161743165,-0.00818384140729904,0.0027505576610565192,0.036865800619125366,0.05294272303581238,0.061351478099823,0.07094689607620239,2.630898072219132,0.7075398645699024,0.7137697637081146,0.7585784792900085
e5-base-v2,l2_normalized,proj_128d,svd,200,Cosine,0.91,0.91,0.0,1.257271377146244,0.91,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.095,0.0,0.0,0.11,0.0,0.0,0.905,0.915,-0.037302485704421996,-0.011432579159736632,0.0052097856998443715,0.07912075519561768,0.11745819449424744,0.13913112878799438,0.16052088141441345,2.2201995763235045,0.7075398645699024,0.7137697637081146,0.7585784792900085
e5-base-v2,l2_normalized,proj_256d,random,200,L1,0.0,0.0,0.0,2.2211469492316245,0.0,0.015,0.035,0.075,0.0,0.045,0.085,0.155,100.45,99.5,175.1,85.585,72.0,175.2,0.005,0.005,-6.020069122314453e-08,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,-0.3834748675383657,0.9999999999403953,1.0,1.0
e5-base-v2,l2_normalized,proj_256d,random,200,L2,0.005,0.005,0.0,0.0,0.005,0.025,0.05,0.1,0.005,0.025,0.05,0.1,99.5,99.5,179.1,99.5,99.5,179.1,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.9324300686871534,0.9999999999403953,1.0,1.0
e5-base-v2,l2_normalized,proj_256d,random,200,Cosine,0.005,0.005,0.0,0.0,0.005,0.025,0.05,0.1,0.005,0.025,0.05,0.1,99.5,99.5,179.1,99.5,99.5,179.1,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999403953,1.0,1.0
e5-base-v2,l2_normalized,proj_256d,svd,200,L1,0.91,0.905,0.0050000000000000044,1.0265443843603135,0.91,1.0,1.0,1.0,0.905,0.995,1.0,1.0,0.1,0.0,0.0,0.155,0.0,0.0,0.915,0.915,-0.22743470191955567,-0.09914560317993162,0.028084278106689467,0.2264995574951172,0.45116496086120605,0.5551822185516357,0.6493758678436279,2.8947117144867067,0.6710575369894505,0.6792199313640594,0.7325054168701172
e5-base-v2,l2_normalized,proj_256d,svd,200,L2,0.915,0.905,0.010000000000000009,1.0548454070091247,0.915,1.0,1.0,1.0,0.905,1.0,1.0,1.0,0.09,0.0,0.0,0.115,0.0,0.0,0.915,0.915,-0.020658611357212066,-0.007790319621562956,0.0035716861486434943,0.033252865076065063,0.04781466722488403,0.056049540638923645,0.06565101742744446,2.6107976554611385,0.6710575369894505,0.6792199313640594,0.7325054168701172
e5-base-v2,l2_normalized,proj_256d,svd,200,Cosine,0.915,0.91,0.0050000000000000044,1.2033220759034158,0.915,1.0,1.0,1.0,0.91,1.0,1.0,1.0,0.09,0.0,0.0,0.11,0.0,0.0,0.915,0.915,-0.03500585854053497,-0.010920381546020506,0.0022013664245605475,0.07462087273597717,0.10905417799949646,0.1286657601594925,0.14877135157585145,2.2161436578101,0.6710575369894505,0.6792199313640594,0.7325054168701172
e5-base-v2,raw,raw,none,400,L1,0.5625,0.5575,0.0050000000000000044,1.045591437369585,0.5625,0.9975,1.0,1.0,0.5575,0.9925,1.0,1.0,0.5375,0.0,1.0,0.5925,0.0,1.1000000000000227,0.56,0.5625,-0.6150106906890869,-0.39667162895202634,-0.31587944030761717,-0.1999211311340332,0.07486915588378906,0.3475663661956787,1.091879940032959,2.7497442666786385,0.0,0.0,0.0
e5-base-v2,raw,raw,none,400,L2,0.5625,0.5575,0.0050000000000000044,1.0439941427111625,0.5625,1.0,1.0,1.0,0.5575,0.99,1.0,1.0,0.5275,0.0,1.0,0.59,0.0,1.0,0.56,0.5625,-0.024658804535865785,-0.014340202510356902,-0.01174083650112152,-0.007039770483970642,0.0038841962814331055,0.012145474553108215,0.04891031384468079,2.762438584597537,0.0,0.0,0.0
e5-base-v2,raw,raw,none,400,Cosine,0.5625,0.5575,0.0050000000000000044,1.1180276921391488,0.5625,1.0,1.0,1.0,0.5575,0.99,1.0,1.0,0.5325,0.0,1.0,0.59,0.0,1.0,0.56,0.5625,-0.012872449159622192,-0.007911941409111023,-0.006701070070266724,-0.003825664520263672,0.002166569232940674,0.007218942046165466,0.028868055343627935,2.238503965326145,0.0,0.0,0.0
e5-base-v2,raw,proj_128d,random,400,L1,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.5,199.5,359.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,random,400,L2,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.5,199.5,359.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,random,400,Cosine,0.0025,0.0025,0.0,0.8563314080238342,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.5,199.5,359.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,svd,400,L1,0.5625,0.5575,0.0050000000000000044,1.0562740977108478,0.5625,1.0,1.0,1.0,0.5575,0.99,0.9925,1.0,0.5475,0.0,1.0,0.625,0.0,1.1000000000000227,0.5575,0.5625,-0.3267971873283386,-0.2104008913040161,-0.13502790927886962,-0.04452168941497803,0.018024921417236328,0.13648837804794312,0.47884602546691907,3.7155131457574777,0.6997090623699587,0.7053276300430298,0.7492627322673797
e5-base-v2,raw,proj_128d,svd,400,L2,0.5625,0.56,0.0024999999999999467,1.0761326032876968,0.5625,0.9975,1.0,1.0,0.56,0.99,0.9975,1.0,0.5325,0.0,1.0,0.585,0.0,1.0,0.5575,0.5625,-0.02925154536962509,-0.018254190683364868,-0.013888043165206908,-0.008469857275485992,0.004956454038619995,0.015445128083229065,0.05870598554611207,2.7859846435335913,0.6997090623699587,0.7053276300430298,0.7492627322673797
e5-base-v2,raw,proj_128d,svd,400,Cosine,0.5625,0.56,0.0024999999999999467,1.2685277353227138,0.5625,1.0,1.0,1.0,0.56,0.995,0.9975,1.0,0.5325,0.0,1.0,0.5975,0.0,1.0,0.5575,0.5625,-0.049983024001121514,-0.03662132918834686,-0.028712469339370727,-0.018133416771888733,0.010286450386047363,0.03160838782787323,0.12381355762481695,2.3382289469855952,0.6997090623699587,0.7053276300430298,0.7492627322673797
e5-base-v2,raw,proj_256d,random,400,L1,0.0,0.0,0.0,2.207209799811244,0.0,0.0075,0.0175,0.04,0.0,0.025,0.05,0.0875,201.33,202.5,355.1,169.5425,146.5,341.20000000000005,0.0025,0.0025,-6.020069122314452e-08,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,0.0,-0.5715556259299618,0.999999999925457,1.0,1.0
e5-base-v2,raw,proj_256d,random,400,L2,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.5,199.5,359.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.24680332198335,0.999999999925457,1.0,1.0
e5-base-v2,raw,proj_256d,random,400,Cosine,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.5,199.5,359.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999925457,1.0,1.0
e5-base-v2,raw,proj_256d,svd,400,L1,0.5625,0.5575,0.0050000000000000044,1.031768178641796,0.5625,1.0,1.0,1.0,0.5575,0.9825,0.9975,1.0,0.55,0.0,1.0,0.655,0.0,1.1000000000000227,0.5575,0.5625,-0.32308908462524416,-0.21872050762176512,-0.14563660621643065,-0.05396068096160889,0.01974654197692871,0.1544196605682373,0.4816820144653321,3.102318213007381,0.6586646177191445,0.6658361554145813,0.7207450926303863
e5-base-v2,raw,proj_256d,svd,400,L2,0.5625,0.5575,0.0050000000000000044,1.057449283450842,0.5625,1.0,1.0,1.0,0.5575,0.9925,1.0,1.0,0.53,0.0,1.0,0.5825,0.0,1.0,0.5575,0.5625,-0.028391343653202058,-0.016370035707950592,-0.01274566352367401,-0.00810963660478592,0.004470229148864746,0.013289973139762878,0.05365308523178101,2.7705444057734643,0.6586646177191445,0.6658361554145813,0.7207450926303863
e5-base-v2,raw,proj_256d,svd,400,Cosine,0.5625,0.56,0.0024999999999999467,1.2099606356024741,0.5625,1.0,1.0,1.0,0.56,0.995,0.9975,1.0,0.5325,0.0,1.0,0.5875,0.0,1.0,0.5575,0.5625,-0.052294011712074276,-0.03462186753749847,-0.02755460143089294,-0.017315223813056946,0.009738892316818237,0.03032711148262024,0.11461187005043033,2.337899304522754,0.6586646177191445,0.6658361554145813,0.7207450926303863
e5-base-v2,l2_normalized,raw,none,400,L1,0.5625,0.5575,0.0050000000000000044,1.0455914387106895,0.5625,0.9975,1.0,1.0,0.5575,0.9925,1.0,1.0,0.5375,0.0,1.0,0.5925,0.0,1.1000000000000227,0.56,0.5625,-0.6150097274780273,-0.39667253494262694,-0.31588029861450195,-0.1999211311340332,0.07486915588378906,0.3475663661956787,1.0918790817260742,2.749744265339546,0.0,0.0,0.0
e5-base-v2,l2_normalized,raw,none,400,L2,0.5625,0.5575,0.0050000000000000044,1.0439941202104093,0.5625,1.0,1.0,1.0,0.5575,0.99,1.0,1.0,0.5275,0.0,1.0,0.59,0.0,1.0,0.56,0.5625,-0.024658803939819337,-0.01434008926153183,-0.011740705370903014,-0.007039904594421387,0.003884226083755493,0.012145504355430603,0.04891031384468079,2.7624385138291103,0.0,0.0,0.0
e5-base-v2,l2_normalized,raw,none,400,Cosine,0.5625,0.5575,0.0050000000000000044,1.1180276837944985,0.5625,1.0,1.0,1.0,0.5575,0.99,1.0,1.0,0.5325,0.0,1.0,0.59,0.0,1.0,0.56,0.5625,-0.012872447967529297,-0.007912054657936096,-0.006701070070266724,-0.0038256049156188965,0.002166569232940674,0.007218912243843079,0.02886794805526734,2.238503907932599,0.0,0.0,0.0
e5-base-v2,l2_normalized,proj_128d,random,400,L1,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.5,199.5,359.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,random,400,L2,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.5,199.5,359.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,random,400,Cosine,0.0025,0.0025,0.0,0.8563314080238342,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.5,199.5,359.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,svd,400,L1,0.5625,0.5575,0.0050000000000000044,1.05628831371665,0.5625,1.0,1.0,1.0,0.5575,0.99,0.9925,1.0,0.5475,0.0,1.0,0.625,0.0,1.1000000000000227,0.5575,0.5625,-0.32701988458633424,-0.21042441129684447,-0.13514859676361082,-0.04465204477310181,0.018161892890930176,0.1365252137184143,0.47937793731689465,3.715541662510363,0.6997101773704034,0.7053294479846954,0.7492692649364472
e5-base-v2,l2_normalized,proj_128d,svd,400,L2,0.5625,0.56,0.0024999999999999467,1.0761307887732983,0.5625,0.9975,1.0,1.0,0.56,0.99,0.9975,1.0,0.5325,0.0,1.0,0.585,0.0,1.0,0.5575,0.5625,-0.029252723455429078,-0.01825602054595947,-0.013886302709579468,-0.008469417691230774,0.0049565136432647705,0.015446431934833527,0.058706006407737744,2.785970622193928,0.6997101773704034,0.7053294479846954,0.7492692649364472
e5-base-v2,l2_normalized,proj_128d,svd,400,Cosine,0.5625,0.56,0.0024999999999999467,1.2685225211083888,0.5625,1.0,1.0,1.0,0.56,0.995,0.9975,1.0,0.5325,0.0,1.0,0.5975,0.0,1.0,0.5575,0.5625,-0.04998113274574279,-0.036623939871788025,-0.028713035583496093,-0.018131732940673828,0.010285049676895142,0.03160889446735382,0.1238141298294068,2.338213436314896,0.6997101773704034,0.7053294479846954,0.7492692649364472
e5-base-v2,l2_normalized,proj_256d,random,400,L1,0.0,0.0,0.0,2.207209799811244,0.0,0.0075,0.0175,0.04,0.0,0.025,0.05,0.0875,201.33,202.5,355.1,169.5425,146.5,341.20000000000005,0.0025,0.0025,-6.020069122314452e-08,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,0.0,-0.5715556259299618,0.999999999925457,1.0,1.0
e5-base-v2,l2_normalized,proj_256d,random,400,L2,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.5,199.5,359.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.24680332198335,0.999999999925457,1.0,1.0
e5-base-v2,l2_normalized,proj_256d,random,400,Cosine,0.0025,0.0025,0.0,0.0,0.0025,0.0125,0.025,0.05,0.0025,0.0125,0.025,0.05,199.5,199.5,359.1,199.5,199.5,359.1,0.0025,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999999999925457,1.0,1.0
e5-base-v2,l2_normalized,proj_256d,svd,400,L1,0.5625,0.5575,0.0050000000000000044,1.0317789582908155,0.5625,1.0,1.0,1.0,0.5575,0.9825,0.9975,1.0,0.5525,0.0,1.0,0.655,0.0,1.1000000000000227,0.5575,0.5625,-0.32299452781677246,-0.21932957172393797,-0.1459188461303711,-0.0541529655456543,0.019759416580200195,0.1543654203414917,0.4816208362579346,3.1023392364705047,0.658665682984448,0.6658440828323364,0.7207402765750885
e5-base-v2,l2_normalized,proj_256d,svd,400,L2,0.5625,0.5575,0.0050000000000000044,1.0574476486444473,0.5625,1.0,1.0,1.0,0.5575,0.9925,1.0,1.0,0.53,0.0,1.0,0.5825,0.0,1.0,0.5575,0.5625,-0.028391702473163603,-0.016369882225990295,-0.012745392322540282,-0.008109517395496368,0.004469260573387146,0.013289481401443481,0.053652608394622804,2.7705301765280264,0.658665682984448,0.6658440828323364,0.7207402765750885
e5-base-v2,l2_normalized,proj_256d,svd,400,Cosine,0.5625,0.56,0.0024999999999999467,1.2099561406672001,0.5625,1.0,1.0,1.0,0.56,0.995,0.9975,1.0,0.5325,0.0,1.0,0.5875,0.0,1.0,0.5575,0.5625,-0.05229532122611999,-0.034621691703796385,-0.027550649642944333,-0.01731489598751068,0.009739935398101807,0.030327320098876953,0.11461197733879092,2.337883742311818,0.658665682984448,0.6658440828323364,0.7207402765750885
e5-base-v2,raw,raw,none,800,L1,0.28125,0.28125,0.0,1.0445250286906957,0.28125,0.96875,0.9975,1.0,0.28125,0.96125,0.995,0.99875,1.50625,1.0,3.0,1.5925,1.0,3.0,0.27875,-1.0,-0.8220179462432862,-0.6275580883026123,-0.5212572097778321,-0.31586170196533203,-0.15589475631713867,0.029179811477661133,0.19143419265747075,3.113316979885732,0.0,0.0,0.0
e5-base-v2,raw,raw,none,800,L2,0.28125,0.28125,0.0,1.0424175066500903,0.28125,0.9775,0.9975,1.0,0.28125,0.965,0.99375,0.99875,1.48125,1.0,3.0,1.58,1.0,3.0,0.27875,-1.0,-0.031671246886253356,-0.024399533867836,-0.020707851648330687,-0.013919293880462646,-0.005977153778076172,0.0010494887828826904,0.008279663324356092,3.12541173603533,0.0,0.0,0.0
e5-base-v2,raw,raw,none,800,Cosine,0.28125,0.28125,0.0,1.1139817206561566,0.28125,0.97375,0.9975,1.0,0.28125,0.965,0.99375,0.99875,1.485,1.0,3.0,1.58,1.0,3.0,0.27875,-1.0,-0.017607041597366334,-0.014154314994812012,-0.011443877220153808,-0.007567226886749268,-0.003303319215774536,0.0006686747074127197,0.0045487940311431906,2.4603281428254546,0.0,0.0,0.0
e5-base-v2,raw,proj_128d,random,800,L1,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,random,800,Cosine,0.00125,0.00125,0.0,0.8563314080238342,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,raw,proj_128d,svd,800,L1,0.28125,0.28125,0.0,1.0582824008911849,0.28125,0.9675,0.99625,1.0,0.28125,0.95875,0.99,0.995,1.52625,1.0,3.0,1.72625,1.0,3.0,0.28,-1.0,-0.4345697259902954,-0.28324227333068847,-0.2319185256958008,-0.14761239290237427,-0.07147586345672607,0.015438437461853027,0.10437459945678713,4.312599266151661,0.6973658060641211,0.704584002494812,0.736942195892334
e5-base-v2,raw,proj_128d,svd,800,L2,0.28125,0.28125,0.0,1.0694337256252766,0.28125,0.975,0.9975,1.0,0.28125,0.96875,0.99625,0.9975,1.48375,1.0,3.0,1.555,1.0,3.0,0.28,-1.0,-0.040499326586723325,-0.02912594527006149,-0.02579391300678253,-0.0170990452170372,-0.00737723708152771,0.001805029809474945,0.010451608896255495,3.140321951165099,0.6973658060641211,0.704584002494812,0.736942195892334
e5-base-v2,raw,proj_128d,svd,800,Cosine,0.28125,0.28125,0.0,1.245905581638217,0.28125,0.97625,0.9975,1.0,0.28125,0.96875,0.99625,0.9975,1.4775,1.0,3.0,1.56125,1.0,3.0,0.28,-1.0,-0.07664067566394805,-0.05545593500137329,-0.04899927377700806,-0.033623144030570984,-0.01735326647758484,0.0036009252071380615,0.021304142475128178,2.6078424561811775,0.6973658060641211,0.704584002494812,0.736942195892334
e5-base-v2,raw,proj_256d,random,800,L1,0.0,0.0,0.0,2.174907308779657,0.0,0.00375,0.00875,0.02,0.0,0.0125,0.0275,0.05,392.8575,387.0,706.1,339.17125,295.0,698.1,0.00125,-1.0,-1.1920928955078125e-07,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,-5.960464477539063e-08,0.0,0.0,-0.37994074033461966,0.9999999999761534,1.0,1.0
e5-base-v2,raw,proj_256d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.268301896459548,0.9999999999761534,1.0,1.0
e5-base-v2,raw,proj_256d,random,800,Cosine,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999761534,1.0,1.0
e5-base-v2,raw,proj_256d,svd,800,L1,0.28125,0.28,0.0012499999999999734,1.0333664739131927,0.28125,0.9625,0.99125,0.99875,0.28,0.9525,0.98375,0.99375,1.56375,1.0,3.0,1.78,1.0,3.0,0.27875,-1.0,-0.49264458179473875,-0.3134843111038208,-0.25906996726989745,-0.1651015281677246,-0.07862114906311035,0.020936012268066406,0.1097249507904053,3.664640936190899,0.6541293649869958,0.6626665592193604,0.7059608101844788
e5-base-v2,raw,proj_256d,svd,800,L2,0.28125,0.28125,0.0,1.0549524199962617,0.28125,0.975,0.9975,1.0,0.28125,0.9675,0.99375,0.9975,1.48125,1.0,3.0,1.56875,1.0,3.0,0.27875,-1.0,-0.03639011234045029,-0.02719644457101822,-0.023557281494140624,-0.015902385115623474,-0.006510481238365173,0.0011868476867675781,0.00968591570854188,3.1327436938447284,0.6541293649869958,0.6626665592193604,0.7059608101844788
e5-base-v2,raw,proj_256d,svd,800,Cosine,0.28125,0.28125,0.0,1.1999260649085044,0.28125,0.9725,0.9975,1.0,0.28125,0.9675,0.995,0.9975,1.48125,1.0,3.0,1.57125,1.0,3.0,0.27875,-1.0,-0.07435186386108399,-0.05292566120624542,-0.046021360158920284,-0.03234553337097168,-0.01553085446357727,0.0027871131896972656,0.02111080288887024,2.612802462113725,0.6541293649869958,0.6626665592193604,0.7059608101844788
e5-base-v2,l2_normalized,raw,none,800,L1,0.28125,0.28125,0.0,1.0445250266045332,0.28125,0.96875,0.9975,1.0,0.28125,0.96125,0.995,0.99875,1.50625,1.0,3.0,1.5925,1.0,3.0,0.27875,-1.0,-0.8220179462432862,-0.6275580883026123,-0.5212572097778321,-0.31586170196533203,-0.15589475631713867,0.029180049896240234,0.1914340972900391,3.1133169774921057,0.0,0.0,0.0
e5-base-v2,l2_normalized,raw,none,800,L2,0.28125,0.28125,0.0,1.042417507097125,0.28125,0.9775,0.9975,1.0,0.28125,0.965,0.99375,0.99875,1.48125,1.0,3.0,1.58,1.0,3.0,0.27875,-1.0,-0.031671366095542906,-0.02439965009689331,-0.02070796489715576,-0.01391938328742981,-0.0059770941734313965,0.0010496675968170166,0.008279770612716687,3.1254117228723404,0.0,0.0,0.0
e5-base-v2,l2_normalized,raw,none,800,Cosine,0.28125,0.28125,0.0,1.1139817023277283,0.28125,0.97375,0.9975,1.0,0.28125,0.965,0.99375,0.99875,1.485,1.0,3.0,1.58,1.0,3.0,0.27875,-1.0,-0.017607043385505675,-0.014154255390167236,-0.011443877220153808,-0.007567182183265686,-0.0033033788204193115,0.0006687045097351074,0.0045487999916076684,2.46032810066154,0.0,0.0,0.0
e5-base-v2,l2_normalized,proj_128d,random,800,L1,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
e5-base-v2,l2_normalized,proj_128d,random,800,L2,0.00125,0.00125,0.0,0.0,0.00125,0.00625,0.0125,0.025,0.00125,0.00625,0.0125,0.025,399.5,399.5,719.1,399.5,399.5,719.1,0.00125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
