N,mode,projection_type,W,recall_at_1,recall_at_5,recall_at_10,mean_rank,mean_margin,p5_margin,mean_gap_ratio,mean_top1_dist,mean_top2_dist,mean_decision_gap,neighbor_recall_at_10,distortion_rate
200,capacity,random,32,0.5683333333333334,0.8616666666666667,0.9333333333333332,0.0,0.02876847952604294,-0.12677200635274252,0.0,0.0,0.0,0.07157849262158075,0.6316666666666667,0.004144406178966165
200,capacity,svd,32,0.805,1.0,1.0,1.28,0.15999754130840302,-0.1289050757884979,1.1126987909989552,1.5881729340553283,1.7481704753637315,0.1927741539478302,0.754,0.04933834820985794
200,capacity,learned,32,0.865,1.0,1.0,1.205,0.17341449201107026,-0.07693061232566832,1.204848384344394,0.9798272868990898,1.15324177891016,0.1936296308040619,0.6869999999999998,0.06129537150263786
200,capacity,random,64,0.7716666666666666,0.9816666666666666,0.9916666666666666,0.0,0.15930395702521005,-0.09776261846224467,0.0,0.0,0.0,0.1863186226288477,0.7088333333333333,0.0031669126668324075
200,capacity,svd,64,0.91,1.0,1.0,1.1,0.5714258766174316,-0.06014351844787597,1.2356664164649793,2.630885202884674,3.2023110795021057,0.586191862821579,0.8215,0.026473818346858025
200,capacity,learned,64,0.895,1.0,1.0,1.13,0.4074080318212509,-0.09122183322906491,1.2210266080113426,1.9876140987873077,2.3950221306085586,0.43259974420070646,0.718,0.059939511120319366
200,capacity,random,128,0.8583333333333334,0.995,0.9983333333333334,0.0,0.39570637583732604,-0.10400460958480835,0.0,0.0,0.0,0.4199621796607971,0.7731666666666667,0.0026028248636672893
200,capacity,svd,128,0.935,1.0,1.0,1.075,0.9520096874237061,-0.03843946456909177,1.2334521198794783,4.447834346294403,5.399844033718109,0.9678508305549621,0.8145000000000002,0.006314253434538841
200,capacity,learned,128,0.905,1.0,1.0,1.13,0.8671735143661499,-0.08603035211563109,1.2344926874297366,4.029910463094711,4.897083977460861,0.8987496066093444,0.7434999999999999,0.05911752209067345
200,capacity,random,256,0.9233333333333333,1.0,1.0,0.0,0.8877435064315796,-0.09078632990519203,0.0,0.0,0.0,0.9163780164718628,0.828,0.0018612884062652786
200,capacity,svd,256,0.93,1.0,1.0,1.08,0.9990066194534302,-0.08318984508514403,1.141343912358338,7.438611881732941,8.437618501186371,1.0192976188659668,0.8095000000000002,0.016390377655625343
