N,mode,projection_type,W,recall_at_1,recall_at_5,recall_at_10,mean_rank,mean_margin,p5_margin,mean_gap_ratio,mean_top1_dist,mean_top2_dist,mean_decision_gap,neighbor_recall_at_10,distortion_rate
20,capacity,identity,384,1.0,1.0,1.0,1.0,2.103965997695923,0.9403466701507568,1.2195804939765733,10.01610245704651,12.120068454742432,2.103965997695923,1.0,0.0
20,capacity,random,20,0.7666666666666666,0.7666666666666666,0.7666666666666666,0.0,0.057389848927656806,-0.05321428130070368,0.0,0.0,0.0,0.07189702540636063,0.75,0.0049272893617550535
20,capacity,svd,20,0.9,1.0,1.0,1.3,0.5210915833711625,-0.0998881459236145,1.635145317729884,1.1773398727178574,1.6984314560890197,0.5374473720788956,0.8400000000000002,0.07999272644519806
20,capacity,learned,20,0.8,1.0,1.0,1.25,0.06684517711400986,-0.02148898541927337,1.1586628347591819,0.502010940015316,0.5688561171293258,0.07666898518800735,0.7600000000000001,0.031851135194301605
20,generalization,identity,384,1.0,1.0,1.0,1.0,2.2127755165100096,0.9761571407318115,1.225854414290044,10.263167190551759,12.475942707061767,2.2127755165100096,1.0,0.0
20,generalization,random,20,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.0,0.08375942011674244,-0.03475937197605768,0.0,0.0,0.0,0.09721124867598215,0.9,0.0051070770714432
20,generalization,svd,20,0.6,1.0,1.0,1.7,0.06567755937576295,-0.10526039600372314,1.0899808029489495,1.1883850991725922,1.2540626585483552,0.10416339635848999,0.9,0.034615494310855865
20,generalization,learned,20,0.9,1.0,1.0,1.1,0.07342904210090637,0.001941663026809693,1.16977522044496,0.5006461083889008,0.5740751504898072,0.07715986371040344,0.9,0.025930430740118027
